web-scraper-order,web-scraper-start-url,link to TV,link to TV-href,caracteristique,price,rating,marque
"1638026702-432","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","Hisense 32″ FHD SMART TV 32B6200HW avec Récepteur intégré - Noir.5 out of 5(1)2,099.00 Dhs2,699.00 Dhs22%","https://www.jumia.ma/hisense-32-fhd-smart-tv-32b6200hw-avec-recepteur-integre-noir.-38768364.html","Hisense 32″ FHD SMART TV 32B6200HW avec Récepteur intégré - Noir.","2,099.00 Dhs","5","Hisense"
"1638027101-584","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","Visio SMART TV 40"" Full HD 1080P LED ANDROID - Wi-Fi - Récepteur- TNT + Support murale5 out of 5(1)2,689.00 Dhs3,900.00 Dhs31%","https://www.jumia.ma/visio-smart-tv-40-full-hd-1080p-led-android-wi-fi-recepteur-tnt-support-murale-28593090.html","Visio SMART TV 40"" Full HD 1080P LED ANDROID - Wi-Fi - Récepteur- TNT + Support murale","2,689.00 Dhs","5","Visio"
"1638027071-572","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","Boutique OfficielleSamsung 32"" Smart Tv LED HD - Récepteur Intégré - TNT - HDR - Modèle 20204.4 out of 5(82)2,259.00 Dhs2,799.00 Dhs19%","https://www.jumia.ma/samsung-32-smart-tv-led-hd-recepteur-integre-tnt-hdr-modele-2020-36938089.html","Samsung 32"" Smart Tv LED HD - Récepteur Intégré - TNT - HDR - Modèle 2020","2,259.00 Dhs","4.4","Samsung"
"1638026398-315","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","CHIQ Android TV 32P HD L32K2i Android Smart tv HDR2,029.00 Dhs2,500.00 Dhs19%offres à partir de","https://www.jumia.ma/android-tv-32p-hd-l32k2i-android-smart-tv-hdr-chiq-mpg1187509.html","CHIQ Android TV 32P HD L32K2i Android Smart tv HDR","2,029.00 Dhs","null","CHIQ"
"1638026366-303","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","LG LED 70"" UHD 4K smart TV avec WEBOS - Noir - 70UP7750PVB11,990.00 Dhs","https://www.jumia.ma/lg-led-70-uhd-4k-smart-tv-avec-webos-noir-70up7750pvb-44741624.html","LG LED 70"" UHD 4K smart TV avec WEBOS - Noir - 70UP7750PVB","11,990.00 Dhs","null","LG"
"1638026306-279","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","En rupture de stockToshiba 32 HD Ready 32S2550 DEV Noir1 out of 5(1)2,999.00 Dhs","https://www.jumia.ma/32-hd-ready-32s2550-dev-noir-toshiba-mpg10845.html","Toshiba 32 HD Ready 32S2550 DEV Noir","2,999.00 Dhs","1","Toshiba"
"1638026383-310","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","Skyworth TV 55 POUCES ANDROID 10 GAMME SUC93005,899.00 Dhs6,799.00 Dhs13%","https://www.jumia.ma/skyworth-tv-55-pouces-android-10-gamme-suc9300-45395337.html","Skyworth TV 55 POUCES ANDROID 10 GAMME SUC9300","5,899.00 Dhs","null","Skyworth"
"1638026504-356","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","Samsung Tv 43AU8075 Crystal Processor 4K Smart tv récepteur intégrée serie 8 Bluetooth 20216,149.00 Dhs7,000.00 Dhs12%offres à partir de","https://www.jumia.ma/tv-43au8075-crystal-processor-4k-smart-tv-recepteur-integree-serie-8-bluetooth-2021-samsung-mpg987769.html","Samsung Tv 43AU8075 Crystal Processor 4K Smart tv récepteur intégrée serie 8 Bluetooth 2021","6,149.00 Dhs","null","Samsung"
"1638026677-422","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","LG 32"" Smart TV WEBOS 2020 Série 6+Support Tv + HDR+ Récepteur intégré +TNT4.4 out of 5(8)2,759.00 Dhs2,900.00 Dhs5%","https://www.jumia.ma/32-smart-tv-webos-2020-serie-6support-tv-hdr-recepteur-integre-tnt-lg-mpg924297.html","LG 32"" Smart TV WEBOS 2020 Série 6+Support Tv + HDR+ Récepteur intégré +TNT","2,759.00 Dhs","4.4","LG"
"1638026356-299","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","Expédié depuis l'étrangerMini Juice Bottles Interface Plastic Trolley Sprayer Head Water Pressure-yellow & Blue245.00 Dhs725.00 Dhs66%","https://www.jumia.ma/generic-mini-juice-bottles-interface-plastic-trolley-sprayer-head-water-pressure-yellow-blue-43892236.html","Mini Juice Bottles Interface Plastic Trolley Sprayer Head Water Pressure-yellow & Blue","245.00 Dhs","null","(Pas d'avis disponibles)"
"1638026606-394","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","Samsung TV LED Samsung 43N5000 FULL HD5 out of 5(1)4,300.00 Dhs4,900.00 Dhs12%","https://www.jumia.ma/samsung-tv-led-samsung-43n5000-full-hd-30572879.html","Samsung TV LED Samsung 43N5000 FULL HD","4,300.00 Dhs","5","Samsung"
"1638026294-274","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","En rupture de stockDaiko 32"" - LED HD TV - TNT - LED32M5006DK - Noir5 out of 5(2)2,279.00 Dhs","https://www.jumia.ma/32-led-hd-tv-tnt-led32m5006dk-noir-daiko-mpg53778.html","Daiko 32"" - LED HD TV - TNT - LED32M5006DK - Noir","2,279.00 Dhs","5","Daiko"
"1638026488-351","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","CHIQ SMART TV 32 Android 9 HD WIFI RECEPTEUR INTEGRE TNT bluetooth 5.0,HDR2,099.00 Dhs2,399.00 Dhs13%","https://www.jumia.ma/chiq-smart-tv-32-android-9-hd-wifi-recepteur-integre-tnt-bluetooth-5.0hdr-44743634.html","CHIQ SMART TV 32 Android 9 HD WIFI RECEPTEUR INTEGRE TNT bluetooth 5.0,HDR","2,099.00 Dhs","null","CHIQ"
"1638027040-560","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","Visio TV 32"" VISIO Smart Android Original 9 - HD - Télécommande Vocale - Bluetooth + Support Mural4.7 out of 5(7)2,099.00 Dhs3,000.00 Dhs30%","https://www.jumia.ma/visio-tv-32-visio-smart-android-original-9-hd-telecommande-vocale-bluetooth-support-mural-39017903.html","Visio TV 32"" VISIO Smart Android Original 9 - HD - Télécommande Vocale - Bluetooth + Support Mural","2,099.00 Dhs","4.7","Visio"
"1638026328-288","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","En rupture de stockRevolution Smart TV 32"" FrameLess Design récepteur intégré Tnt Android  7.1 Garantie 1an3.9 out of 5(179)1,999.00 Dhs","https://www.jumia.ma/smart-tv-32-frameless-design-recepteur-integre-tnt-android-7.1-garantie-1an-revolution-mpg959679.html","Revolution Smart TV 32"" FrameLess Design récepteur intégré Tnt Android  7.1 Garantie 1an","1,999.00 Dhs","3.9","Revolution"
"1638027056-566","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","Vision LED 32"" Vision avec récepteur intégré, USB-VGA-HDMI-PC AUDIO IN1 + Support Mural4.5 out of 5(11)1,639.00 Dhs3,000.00 Dhs45%","https://www.jumia.ma/led-32-vision-avec-recepteur-integre-usb-vga-hdmi-pc-audio-in1-support-mural-vision-mpg943745.html","Vision LED 32"" Vision avec récepteur intégré, USB-VGA-HDMI-PC AUDIO IN1 + Support Mural","1,639.00 Dhs","4.5","Vision"
"1638026933-520","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","XIAOMI TV 4S 43"" (2Go, 8Go) Android 9.0 - Gris3,999.00 Dhs","https://www.jumia.ma/xiaomi-tv-4s-43-2go-8go-android-9.0-gris-42141087.html","XIAOMI TV 4S 43"" (2Go, 8Go) Android 9.0 - Gris","3,999.00 Dhs","null","XIAOMI"
"1638026626-402","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","CHIQ TV 43 FULL HD L43H7 Android ,FRAMELESS sans cadre SMART TV RÉCEPTEUR INTÉGRÉE3,199.00 Dhs3,800.00 Dhs16%","https://www.jumia.ma/chiq-tv-43-full-hd-l43h7-android-frameless-sans-cadre-smart-tv-recepteur-integree-45272455.html","CHIQ TV 43 FULL HD L43H7 Android ,FRAMELESS sans cadre SMART TV RÉCEPTEUR INTÉGRÉE","3,199.00 Dhs","null","CHIQ"
"1638026742-447","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","Haier Pack TV LED 24"" LE24B8000 - DVB-HDMI-USB VIDEO + Récepteur Revolution Mini Tv Offert - Noir1,899.00 Dhs2,499.00 Dhs24%","https://www.jumia.ma/haier-pack-tv-led-24-le24b8000-dvb-hdmi-usb-video-recepteur-revolution-mini-tv-offert-noir-17961290.html","Haier Pack TV LED 24"" LE24B8000 - DVB-HDMI-USB VIDEO + Récepteur Revolution Mini Tv Offert - Noir","1,899.00 Dhs","null","Haier"
"1638026903-509","https://www.jumia.ma/mlp-smart-tv/?page=3#catalog-listing","Echolink TV 32 VERSION 2020 HD récepteur intégré HD TNT HDMi USB VGA Framless5 out of 5(1)1,549.00 Dhs2,299.00 Dhs33%","https://www.jumia.ma/echolink-tv-32-version-2020-hd-recepteur-integre-hd-tnt-hdmi-usb-vga-framless-38950338.html","Echolink TV 32 VERSION 2020 HD récepteur intégré HD TNT HDMi USB VGA Framless","1,549.00 Dhs","5","Echolink"
"1638026983-540","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","Boutique OfficielleVisio SMART TV 32'' ANDROID + Récepteur Intégré +TNT + USB + HDMI + CAST Mirorring4.5 out of 5(14)1,999.00 Dhs3,000.00 Dhs33%","https://www.jumia.ma/visio-smart-tv-32-android-recepteur-integre-tnt-usb-hdmi-cast-mirorring-32382548.html","Visio SMART TV 32'' ANDROID + Récepteur Intégré +TNT + USB + HDMI + CAST Mirorring","1,999.00 Dhs","4.5","Visio"
"1638026792-466","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","Visio TV 55"" Smart Android Original 9 - 4K UHD -Télécommande Magic - Bluetooth - Nouveau modèle5,079.00 Dhs6,000.00 Dhs15%","https://www.jumia.ma/visio-tv-55-smart-android-original-9-4k-uhd-telecommande-magic-bluetooth-nouveau-modele-38164622.html","Visio TV 55"" Smart Android Original 9 - 4K UHD -Télécommande Magic - Bluetooth - Nouveau modèle","5,079.00 Dhs","null","Visio"
"1638026246-256","https://www.jumia.ma/mlp-smart-tv/?page=9#catalog-listing","En rupture de stockBianca Pack TV LED 40DS60 Full HD + TV  40"" SFHD40DS600 Smart TV2.6 out of 5(5)6,199.00 Dhs","https://www.jumia.ma/bianca-pack-tv-led-40ds60-full-hd-tv-40-sfhd40ds600-smart-tv-17521808.html","Bianca Pack TV LED 40DS60 Full HD + TV  40"" SFHD40DS600 Smart TV","6,199.00 Dhs","2.6","Bianca"
"1638026405-318","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","Expédié depuis l'étranger40W Multi-port USB LCD Display Power Adapter Wa315.00 Dhs630.00 Dhs50%","https://www.jumia.ma/generic-40w-multi-port-usb-lcd-display-power-adapter-wa-41766772.html","40W Multi-port USB LCD Display Power Adapter Wa","315.00 Dhs","null","(Pas d'avis disponibles)"
"1638026807-472","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","Revolution Smart TV 32""  New version 2020 récepteur intégré Tnt Android  9 Garantie 1an1,889.55 Dhs2,089.00 Dhs10%","https://www.jumia.ma/revolution-smart-tv-32-new-version-2020-recepteur-integre-tnt-android-9-garantie-1an-39305552.html","Revolution Smart TV 32""  New version 2020 récepteur intégré Tnt Android  9 Garantie 1an","1,889.55 Dhs","null","Revolution"
"1638026669-419","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","Daiko LED 43 "" FHD Smart TV Récepteur intégré - Noir - LED43R7398K3,399.00 Dhs4,599.00 Dhs26%","https://www.jumia.ma/daiko-led-43-fhd-smart-tv-recepteur-integre-noir-led43r7398k-44351049.html","Daiko LED 43 "" FHD Smart TV Récepteur intégré - Noir - LED43R7398K","3,399.00 Dhs","null","Daiko"
"1638026852-489","https://www.jumia.ma/mlp-smart-tv/?page=3#catalog-listing","Itel Smart TV 43"" Android™ 9 Pie, FHD - Bluetooth - Récepteur Intégré - HDR PQ Technology - Voice Remote Control2,949.00 Dhs3,999.00 Dhs26%","https://www.jumia.ma/itel-smart-tv-43-androidtm-9-pie-fhd-bluetooth-recepteur-integre-hdr-pq-technology-voice-remote-control-45011697.html","Itel Smart TV 43"" Android™ 9 Pie, FHD - Bluetooth - Récepteur Intégré - HDR PQ Technology - Voice Remote Control","2,949.00 Dhs","null","Itel"
"1638026943-524","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","Vision TV 32"" SMART Android original 9 rapide + télécommande magic vocal bluetooth4.5 out of 5(2)2,099.00 Dhs2,999.00 Dhs30%","https://www.jumia.ma/vision-tv-32-smart-android-original-9-rapide-telecommande-magic-vocal-bluetooth-36927544.html","Vision TV 32"" SMART Android original 9 rapide + télécommande magic vocal bluetooth","2,099.00 Dhs","4.5","Vision"
"1638026517-361","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","Echolink TV 32 HD récepteur intégré HD TNT HDMi USB VGA GARANTIE 12 MOIS5 out of 5(3)1,599.00 Dhs1,999.00 Dhs20%","https://www.jumia.ma/echolink-tv-32-hd-recepteur-integre-hd-tnt-hdmi-usb-vga-garantie-12-mois-37350154.html","Echolink TV 32 HD récepteur intégré HD TNT HDMi USB VGA GARANTIE 12 MOIS","1,599.00 Dhs","5","Echolink"
"1638026585-387","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","Samsung 32"" TV LED - UA32N5000 - Full HD - Récepteur Intégré2,920.00 Dhs4,294.00 Dhs32%","https://www.jumia.ma/samsung-32-tv-led-ua32n5000-full-hd-recepteur-integre-41246736.html","Samsung 32"" TV LED - UA32N5000 - Full HD - Récepteur Intégré","2,920.00 Dhs","null","Samsung"
"1638026822-477","https://www.jumia.ma/mlp-smart-tv/?page=3#catalog-listing","Boutique OfficielleInfiniton 24"" HD LED TV INTV-24N300 - Avec récepteur intégrer1,449.00 Dhs1,799.00 Dhs19%","https://www.jumia.ma/infiniton-24-hd-led-tv-intv-24n300-avec-recepteur-integrer-41538736.html","Infiniton 24"" HD LED TV INTV-24N300 - Avec récepteur intégrer","1,449.00 Dhs","null","Infiniton"
"1638027046-562","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","Visio TV 32"" Pouces HD Led Recepteur integré + TNT - Garantie4.1 out of 5(332)1,529.00 Dhs1,655.00 Dhs8%offres à partir de","https://www.jumia.ma/32-led-tv-full-hd-noirrecepteur-integre-tnt-visio-mpg39430.html","Visio TV 32"" Pouces HD Led Recepteur integré + TNT - Garantie","1,529.00 Dhs","4.1","Visio"
"1638026789-465","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","Revolution 32"" Smart TV Android Rapide  9.0 + Récepteur intégré + TNT + SCREEN CAST MIRRORING4 out of 5(2)1,950.00 Dhs2,599.00 Dhs25%","https://www.jumia.ma/32-smart-tv-android-rapide-9.0-recepteur-integre-tnt-screen-cast-mirroring-revolution-mpg959671.html","Revolution 32"" Smart TV Android Rapide  9.0 + Récepteur intégré + TNT + SCREEN CAST MIRRORING","1,950.00 Dhs","4","Revolution"
"1638027117-590","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","Visio 40"" VISIO SMART TV ANDROID RAPIDE +FULL HD 1080P + RÉCEPTEUR INTÉGRÉ + TNT + SUPPORT MURALE4.4 out of 5(17)2,659.00 Dhs3,900.00 Dhs32%","https://www.jumia.ma/visio-40-visio-smart-tv-android-rapide-full-hd-1080p-recepteur-integre-tnt-support-murale-30969071.html","Visio 40"" VISIO SMART TV ANDROID RAPIDE +FULL HD 1080P + RÉCEPTEUR INTÉGRÉ + TNT + SUPPORT MURALE","2,659.00 Dhs","4.4","Visio"
"1638026545-372","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","Samsung 32"" Smart Tv LED HD - Récepteur Intégré HD - TNT - HDR - Modele 2020 - ORIGINALE + support gratuit2,469.05 Dhs3,099.00 Dhs20%","https://www.jumia.ma/samsung-32-smart-tv-led-hd-recepteur-integre-hd-tnt-hdr-modele-2020-originale-support-gratuit-40543131.html","Samsung 32"" Smart Tv LED HD - Récepteur Intégré HD - TNT - HDR - Modele 2020 - ORIGINALE + support gratuit","2,469.05 Dhs","null","Samsung"
"1638026276-268","https://www.jumia.ma/mlp-smart-tv/?page=9#catalog-listing","En rupture de stockTelstar 32"" TV LED HD Ready Slim - TNT intégré - Noir3.3 out of 5(4)2,065.00 Dhs","https://www.jumia.ma/32-tv-led-hd-ready-slim-tnt-integre-noir-telstar-mpg8564.html","Telstar 32"" TV LED HD Ready Slim - TNT intégré - Noir","2,065.00 Dhs","3.3","Telstar"
"1638026509-358","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","TCL LED 55"" UHD Smart TV - Noir - LED55P6186,399.00 Dhs","https://www.jumia.ma/tcl-led-55-uhd-smart-tv-noir-led55p618-44741621.html","TCL LED 55"" UHD Smart TV - Noir - LED55P618","6,399.00 Dhs","null","TCL"
"1638026496-353","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","LG 32"" Smart TV WEBOS Série 6+HDR+Récepteur intégré +TNT +Support tv4 out of 5(2)2,779.00 Dhs2,900.00 Dhs4%","https://www.jumia.ma/32-smart-tv-webos-serie-6hdrrecepteur-integre-tnt-support-tv-lg-mpg924298.html","LG 32"" Smart TV WEBOS Série 6+HDR+Récepteur intégré +TNT +Support tv","2,779.00 Dhs","4","LG"
"1638026251-258","https://www.jumia.ma/mlp-smart-tv/?page=9#catalog-listing","En rupture de stockSamsung TV 49'' Smart LED, 49NU7175 - Garantie 1 an6,999.00 Dhs","https://www.jumia.ma/49-49nu7175-zoomer-tv-4k-uhd-smart-tv-noir-samsung-mpg88053.html","Samsung TV 49'' Smart LED, 49NU7175 - Garantie 1 an","6,999.00 Dhs","null","Samsung"
"1638027076-574","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","Sunny TV LED 43"" Récepteur Intégré FHD2,499.00 Dhs2,999.00 Dhs17%","https://www.jumia.ma/sunny-tv-led-43-recepteur-integre-fhd-41160564.html","Sunny TV LED 43"" Récepteur Intégré FHD","2,499.00 Dhs","null","Sunny"
"1638026619-399","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","Samsung QLED 55"" Smart TV 4K - Noir - QE55Q70AA11,999.00 Dhs","https://www.jumia.ma/samsung-qled-55-smart-tv-4k-noir-qe55q70aa-44741618.html","Samsung QLED 55"" Smart TV 4K - Noir - QE55Q70AA","11,999.00 Dhs","null","Samsung"
"1638026442-333","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","Haier LED 70"" Smart TV UHD - Noir - H70D6UG9,999.00 Dhs","https://www.jumia.ma/haier-led-70-smart-tv-uhd-noir-h70d6ug-44741641.html","Haier LED 70"" Smart TV UHD - Noir - H70D6UG","9,999.00 Dhs","null","Haier"
"1638026684-425","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","Skyworth TV  32 pouces Recepteur TB 2000 FRAMELESS1,899.00 Dhs2,499.00 Dhs24%","https://www.jumia.ma/skyworth-tv-32-pouces-recepteur-tb-2000-frameless-39647744.html","Skyworth TV  32 pouces Recepteur TB 2000 FRAMELESS","1,899.00 Dhs","null","Skyworth"
"1638026770-458","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","Samsung TV LED  55TU8505 Crystal UHD série 8 SMART TV 4K RÉCEPTEUR INTÉGRÉE - Europe5 out of 5(1)8,249.00 Dhs9,000.00 Dhs8%offres à partir de","https://www.jumia.ma/tv-led-55tu8505-crystal-uhd-serie-8-smart-tv-4k-recepteur-integree-europe-samsung-mpg928002.html","Samsung TV LED  55TU8505 Crystal UHD série 8 SMART TV 4K RÉCEPTEUR INTÉGRÉE - Europe","8,249.00 Dhs","5","Samsung"
"1638026560-377","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","Leader TV 32""  SMART TV ANDROID 9 WIFI SCREEN MIRRONING RECEPTEUR INTEGRE + Support TV1,929.51 Dhs2,299.00 Dhs16%","https://www.jumia.ma/leader-tv-32-smart-tv-android-9-wifi-screen-mirroning-recepteur-integre-support-tv-42256545.html","Leader TV 32""  SMART TV ANDROID 9 WIFI SCREEN MIRRONING RECEPTEUR INTEGRE + Support TV","1,929.51 Dhs","null","Leader"
"1638026654-413","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","Samsung 75"" Smart 4K Ultra HD HDR QLED TV16,803.32 Dhs","https://www.jumia.ma/samsung-75-smart-4k-ultra-hd-hdr-qled-tv-43364237.html","Samsung 75"" Smart 4K Ultra HD HDR QLED TV","16,803.32 Dhs","null","Samsung"
"1638026883-501","https://www.jumia.ma/mlp-smart-tv/?page=3#catalog-listing","LG 43″  Smart TV Rapide Full HD Web Os Récepteur-TNT- Wifi intégré-Screen Mirorring5 out of 5(1)4,199.00 Dhs4,399.00 Dhs5%","https://www.jumia.ma/43-smart-tv-rapide-full-hd-web-os-recepteur-tnt-wifi-integre-screen-mirorring-lg-mpg924299.html","LG 43″  Smart TV Rapide Full HD Web Os Récepteur-TNT- Wifi intégré-Screen Mirorring","4,199.00 Dhs","5","LG"
"1638027120-591","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","Echolink 32"" TV LED -HD32WG6 -Sans cadre -Récepteur satellite intégré & TNT -Garantie 1an3.4 out of 5(7)1,399.00 Dhs1,999.00 Dhs30%","https://www.jumia.ma/echolink-32-tv-led-hd32wg6-sans-cadre-recepteur-satellite-integre-tnt-garantie-1an-42829707.html","Echolink 32"" TV LED -HD32WG6 -Sans cadre -Récepteur satellite intégré & TNT -Garantie 1an","1,399.00 Dhs","3.4","Echolink"
"1638026799-469","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","Hisense 32″ FHD Smart Ultra Slim - Récepteur integré + TNT + HDMI + USB - Garnatie 1 AN2,039.00 Dhs2,999.00 Dhs32%","https://www.jumia.ma/hisense-32-fhd-smart-ultra-slim-recepteur-integre-tnt-hdmi-usb-garnatie-1-an-42287498.html","Hisense 32″ FHD Smart Ultra Slim - Récepteur integré + TNT + HDMI + USB - Garnatie 1 AN","2,039.00 Dhs","null","Hisense"
"1638026598-392","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","LG OLED 65"" Smart TV 4K Ultra HD - Noir - OLED65G1PVA27,990.00 Dhs29,990.00 Dhs7%","https://www.jumia.ma/lg-oled-65-smart-tv-4k-ultra-hd-noir-oled65g1pva-44741645.html","LG OLED 65"" Smart TV 4K Ultra HD - Noir - OLED65G1PVA","27,990.00 Dhs","null","LG"
"1638027048-563","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","Samsung 32"" Smart Tv LED HD - Récepteur Intégré - TNT  - Modele 2020 - SUPPORT GRATUIT3 out of 5(1)2,499.00 Dhs3,269.00 Dhs24%","https://www.jumia.ma/samsung-32-smart-tv-led-hd-recepteur-integre-tnt-modele-2020-support-gratuit-40210700.html","Samsung 32"" Smart Tv LED HD - Récepteur Intégré - TNT  - Modele 2020 - SUPPORT GRATUIT","2,499.00 Dhs","3","Samsung"
"1638026745-448","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","LG Smart LED Full HD TV 32"" Recepteur integré + USB + HDMI + HDR - 32LM630+ Support Mural4 out of 5(42)2,549.00 Dhs3,000.00 Dhs15%offres à partir de","https://www.jumia.ma/smart-led-tv-32-recepteur-integre-usb-hdmi-hdr-bluetooth-v5-32lm630-support-mural-lg-mpg868068.html","LG Smart LED Full HD TV 32"" Recepteur integré + USB + HDMI + HDR - 32LM630+ Support Mural","2,549.00 Dhs","4","LG"
"1638026470-344","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","Revolution LED TV REVOLUTION 32"" HD Ready avec récepteur intégré et TNT - Garantie 1 an1,699.00 Dhs2,190.00 Dhs22%","https://www.jumia.ma/revolution-led-tv-revolution-32-hd-ready-avec-recepteur-integre-et-tnt-garantie-1-an-40928250.html","Revolution LED TV REVOLUTION 32"" HD Ready avec récepteur intégré et TNT - Garantie 1 an","1,699.00 Dhs","null","Revolution"
"1638026712-435","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","Revolution 32"" Smart TV Récepteur Intégré Android  9 Garantie 1an SUPPORT GRATUIT1,899.05 Dhs2,799.00 Dhs32%","https://www.jumia.ma/revolution-32-smart-tv-recepteur-integre-android-9-garantie-1an-support-gratuit-40829534.html","Revolution 32"" Smart TV Récepteur Intégré Android  9 Garantie 1an SUPPORT GRATUIT","1,899.05 Dhs","null","Revolution"
"1638026323-286","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","En rupture de stockSamsung TV 32"" Smart LED, M5575 - Noir - Garantie 1 an4.3 out of 5(4)3,599.00 Dhs","https://www.jumia.ma/samsung-tv-32-smart-led-m5575-noir-garantie-1-an-26193423.html","Samsung TV 32"" Smart LED, M5575 - Noir - Garantie 1 an","3,599.00 Dhs","4.3","Samsung"
"1638026395-314","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","KRÖHLER Téléviseur Led TV LED 55 SMART UHD6,000.00 Dhs","https://www.jumia.ma/krohler-televiseur-led-tv-led-55-smart-uhd-44394314.html","KRÖHLER Téléviseur Led TV LED 55 SMART UHD","6,000.00 Dhs","null","KRÖHLER"
"1638026583-386","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","Samsung LED 32 SERIE 5-Récepteur intégré HD TNT  3 HDMI  2 USB VGA +SUPPORT GRATUIT1,890.50 Dhs2,399.00 Dhs21%","https://www.jumia.ma/samsung-led-32-serie-5-recepteur-integre-hd-tnt-3-hdmi-2-usb-vga-support-gratuit-38950381.html","Samsung LED 32 SERIE 5-Récepteur intégré HD TNT  3 HDMI  2 USB VGA +SUPPORT GRATUIT","1,890.50 Dhs","null","Samsung"
"1638027033-557","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","CHIQ Smart TV 43"" Android 9.0 FHD Framless - Bluetooth 5.0 - Récepteur Intégré - DOLBY VISION4.5 out of 5(2)2,999.00 Dhs3,590.00 Dhs16%","https://www.jumia.ma/chiq-smart-tv-43-android-9.0-fhd-framless-bluetooth-5.0-recepteur-integre-dolby-vision-42556762.html","CHIQ Smart TV 43"" Android 9.0 FHD Framless - Bluetooth 5.0 - Récepteur Intégré - DOLBY VISION","2,999.00 Dhs","4.5","CHIQ"
"1638026553-374","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","Samsung LED TV SAMSUNG 32N5000  FULL HD RÉCEPTEUR INTÉGRÉ3 out of 5(2)2,459.00 Dhs2,600.00 Dhs5%","https://www.jumia.ma/samsung-led-tv-samsung-32n5000-full-hd-recepteur-integre-32586895.html","Samsung LED TV SAMSUNG 32N5000  FULL HD RÉCEPTEUR INTÉGRÉ","2,459.00 Dhs","3","Samsung"
"1638026699-431","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","Revolution 32"" LED FrameLess Design - Récepteur intégré et TNT - Noir - Garantie 1 an1,599.00 Dhs1,999.00 Dhs20%","https://www.jumia.ma/revolution-32-led-frameless-design-recepteur-integre-et-tnt-noir-garantie-1-an-42883758.html","Revolution 32"" LED FrameLess Design - Récepteur intégré et TNT - Noir - Garantie 1 an","1,599.00 Dhs","null","Revolution"
