web-scraper-order,web-scraper-start-url,link to product,link to product-href,name,price,link to reviews,link to reviews-href,image-src,rating
"1637690878-3713","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Boutique OfficielleOKZA Sandale à talon OKZA Pour Femme - Noir3.6 out of 5(34)137.61 Dhs139.00 Dhs - 300.00 Dhs54%","https://www.jumia.ma/okza-sandale-a-talon-okza-pour-femme-noir-27412009.html","OKZA Sandale à talon OKZA Pour Femme - Noir","137.61 Dhs","(34 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA1HLH0GNAFAMZ/","null",""
"1637690537-3640","https://www.jumia.ma/chaussures-femmes/?page=41#catalog-listing","Fashion Baskets Sneakers pour Femme - Rose - RF235 out of 5(1)269.00 Dhs399.00 Dhs33%","https://www.jumia.ma/generic-fashion-baskets-sneakers-pour-femme-rose-rf23-41066859.html","Fashion Baskets Sneakers pour Femme - Rose - RF23","269.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FS1L2QOUNAFAMZ/","null","5 out of 5"
"1637691021-3750","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Produit Du Maroc Bottines pour femmes - Noir4.8 out of 5(6)219.00 Dhs399.00 Dhs45%","https://www.jumia.ma/bottines-pour-femmes-noir-produit-gnrique-mpg855861.html","Produit Du Maroc Bottines pour femmes - Noir","219.00 Dhs","(6 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PR745FS1LF4LVNAFAMZ/","null","5 out of 5"
"1637689213-3360","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Sandales Femmes Talons Transparent en Cristal - Noir3.8 out of 5(21)99.00 Dhs149.00 Dhs34%","https://www.jumia.ma/generic-sandales-femmes-talons-transparent-en-cristal-noir-41160869.html","Sandales Femmes Talons Transparent en Cristal - Noir","99.00 Dhs","(21 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FS1LMW2QNAFAMZ/","null",""
"1637690572-3646","https://www.jumia.ma/chaussures-femmes/?page=40#catalog-listing","Expédié depuis l'étrangerCuir verni en pointe, peu profond, avec chaussures à talons hauts5 out of 5(1)269.00 Dhs - 799.00 Dhs384.00 Dhs - 1,141.00 Dhs30%","https://www.jumia.ma/generic-cuir-verni-en-pointe-peu-profond-avec-chaussures-a-talons-hauts-35414978.html","Cuir verni en pointe, peu profond, avec chaussures à talons hauts","269.00 Dhs - 799.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FS1GCW25NAFAMZ/","null","5 out of 5"
"1637689770-3513","https://www.jumia.ma/chaussures-femmes/?page=45#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Noir/argenté4.2 out of 5(30)98.00 Dhs - 98.01 Dhs99.00 Dhs - 250.00 Dhs61%","https://www.jumia.ma/okza-ballerine-pour-femme-noirargente-29293011.html","OKZA Ballerine Pour Femme - Noir/argenté","98.00 Dhs - 98.01 Dhs","(30 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA06KLZ0NAFAMZ/","null",""
"1637690579-3648","https://www.jumia.ma/chaussures-femmes/?page=40#catalog-listing","Sandale Médical -  Collection ETE 2020 - Noir3.9 out of 5(8)89.00 Dhs230.00 Dhs61%","https://www.jumia.ma/generic-sandale-medical-collection-ete-2020-noir-39850043.html","Sandale Médical -  Collection ETE 2020 - Noir","89.00 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FA0K8V45NAFAMZ/","null",""
"1637690491-3633","https://www.jumia.ma/chaussures-femmes/?page=41#catalog-listing","Sandale  médicale Femme  avec Rembourré Semelle  Confort absolu  -Blanc cassé4.3 out of 5(3)249.00 Dhs","https://www.jumia.ma/generic-sandale-medicale-femme-avec-rembourre-semelle-confort-absolu-blanc-casse-35114226.html","Sandale  médicale Femme  avec Rembourré Semelle  Confort absolu  -Blanc cassé","249.00 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FA1121KXNAFAMZ/","null","4 out of 5"
"1637689218-3371","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Boutique OfficielleConverse CHAUSSURES CHUCK 70 LOW5 out of 5(3)599.00 Dhs899.00 Dhs33%","https://www.jumia.ma/converse-chaussures-chuck-70-low-34823790.html","Converse CHAUSSURES CHUCK 70 LOW","599.00 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/CO779FS05SLWRNAFAMZ/","null","5 out of 5"
"1637690364-3610","https://www.jumia.ma/chaussures-femmes/?page=42#catalog-listing","Expédié depuis l'étrangerFashion Womens Winter Warm Snow Boots Suede Mid-calf Boots Platform Fashion Flat Shoes Brown4.2 out of 5(24)160.00 Dhs256.00 Dhs38%","https://www.jumia.ma/womens-winter-warm-snow-boots-suede-mid-calf-boots-platform-fashion-flat-shoes-brown-fashion-mpg627836.html","Fashion Womens Winter Warm Snow Boots Suede Mid-calf Boots Platform Fashion Flat Shoes Brown","160.00 Dhs","(24 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA0JFUJONAFAMZ/","null",""
"1637691396-3844","https://www.jumia.ma/chaussures-femmes/?page=35#catalog-listing","Boutique OfficielleDefacto PANTOUFLES FEMME - GRIS4.8 out of 5(4)Options disponibles:99.00 Dhs229.00 Dhs57%","https://www.jumia.ma/defacto-pantoufles-femme-gris-39722339.html","Defacto PANTOUFLES FEMME - GRIS","99.00 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/DE898FS1JK8BTNAFAMZ/","null","5 out of 5"
"1637689386-3457","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Farahat Bottines - Noir4.6 out of 5(28)229.00 Dhs599.00 Dhs62%offres à partir de","https://www.jumia.ma/bottines-noir-farahat-mpg954277.html","Farahat Bottines - Noir","229.00 Dhs","(28 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA397FS0S5K19NAFAMZ/","null",""
"1637689949-3540","https://www.jumia.ma/chaussures-femmes/?page=44#catalog-listing","INTENSE - Baskets Basse pour Femme .3.7 out of 5(18)95.20 Dhs340.00 Dhs - 840.00 Dhs89%","https://www.jumia.ma/generic-intense-baskets-basse-pour-femme-.-34301184.html","INTENSE - Baskets Basse pour Femme .","95.20 Dhs","(18 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FA0SN66FNAFAMZ/","null",""
"1637689612-3488","https://www.jumia.ma/chaussures-femmes/?page=46#catalog-listing","Boutique OfficielleBirkenstock Madrid Eva White4.8 out of 5(8)411.00 Dhs","https://www.jumia.ma/birkenstock-madrid-eva-white-22104935.html","Birkenstock Madrid Eva White","411.00 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BI462FA0W44GQNAFAMZ/","null","5 out of 5"
"1637689361-3442","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Expédié depuis l'étrangerFashion Baskets Pour Femmes - Noir3.9 out of 5(36)100.00 Dhs200.00 Dhs50%","https://www.jumia.ma/fashion-baskets-pour-femmes-noir-23303447.html","Fashion Baskets Pour Femmes - Noir","100.00 Dhs","(36 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA18BAT8NAFAMZ/","null",""
"1637689198-3338","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Expédié depuis l'étrangerFashion Lady Leather Warm Ankle Boot Women Hollow Round Toe Low Heel Winter Shoes Brogue4.6 out of 5(14)200.00 Dhs400.00 Dhs50%","https://www.jumia.ma/fashion-lady-leather-warm-ankle-boot-women-hollow-round-toe-low-heel-winter-shoes-brogue-26957760.html","Fashion Lady Leather Warm Ankle Boot Women Hollow Round Toe Low Heel Winter Shoes Brogue","200.00 Dhs","(14 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA0418D6NAFAMZ/","null","5 out of 5"
"1637690082-3567","https://www.jumia.ma/chaussures-femmes/?page=43#catalog-listing","Expédié depuis l'étrangerFashion Chaussures à Talons Pour Femmes-Noir3.4 out of 5(7)140.00 Dhs300.00 Dhs53%","https://www.jumia.ma/fashion-chaussures-a-talons-pour-femmes-noir-20895862.html","Fashion Chaussures à Talons Pour Femmes-Noir","140.00 Dhs","(7 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA0FZP5MNAFAMZ/","null","5 out of 5"
"1637690401-3615","https://www.jumia.ma/chaussures-femmes/?page=41#catalog-listing","Expédié depuis l'étrangerFashion Women Shoes  High Heel Shallow Mouth Pointed Sexy High Heel Patent Leather Shoes-Black4 out of 5(1)210.00 Dhs420.00 Dhs50%","https://www.jumia.ma/fashion-women-shoes-high-heel-shallow-mouth-pointed-sexy-high-heel-patent-leather-shoes-black-32980825.html","Fashion Women Shoes  High Heel Shallow Mouth Pointed Sexy High Heel Patent Leather Shoes-Black","210.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FS0VFVMJNAFAMZ/","null","4 out of 5"
"1637690292-3601","https://www.jumia.ma/chaussures-femmes/?page=42#catalog-listing","Expédié depuis l'étrangerDiscothèque y de style européen et américain slim à paillettes à talons hauts-or5 out of 5(2)299.00 Dhs427.00 Dhs30%","https://www.jumia.ma/generic-discotheque-y-de-style-europeen-et-americain-slim-a-paillettes-a-talons-hauts-or-35419442.html","Discothèque y de style européen et américain slim à paillettes à talons hauts-or","299.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FS0EKXQ5NAFAMZ/","null","5 out of 5"
"1637690120-3572","https://www.jumia.ma/chaussures-femmes/?page=43#catalog-listing","Expédié depuis l'étrangerFashion Ladies fashion sandals - Black3.4 out of 5(10)145.00 Dhs284.00 Dhs49%","https://www.jumia.ma/fashion-ladies-fashion-sandals-black-38995268.html","Fashion Ladies fashion sandals - Black","145.00 Dhs","(10 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA1FCUMNNAFAMZ/","null","1 out of 5"
"1637689651-3494","https://www.jumia.ma/chaussures-femmes/?page=46#catalog-listing","Expédié depuis l'étrangerFashion Women Casual Leather Slip On Outdoor Flat Loafers Shoes4.6 out of 5(8)200.00 Dhs202.00 Dhs - 400.00 Dhs50%","https://www.jumia.ma/women-casual-leather-slip-on-outdoor-flat-loafers-shoes-fashion-mpg773451.html","Fashion Women Casual Leather Slip On Outdoor Flat Loafers Shoes","200.00 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA0W00L4NAFAMZ/","null","5 out of 5"
"1637691184-3785","https://www.jumia.ma/chaussures-femmes/?page=37#catalog-listing","Expédié depuis l'étrangerFashion Chaussure de randonnée pour femmes3.9 out of 5(43)140.00 Dhs300.00 Dhs53%","https://www.jumia.ma/fashion-chaussure-de-randonnee-pour-femmes-20199601.html","Fashion Chaussure de randonnée pour femmes","140.00 Dhs","(43 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/TA645FA06DBHANAFAMZ/","null",""
"1637691301-3803","https://www.jumia.ma/chaussures-femmes/?page=36#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Marron3.9 out of 5(27)97.00 Dhs98.00 Dhs1%","https://www.jumia.ma/okza-ballerine-pour-femme-marron-31189268.html","OKZA Ballerine Pour Femme - Marron","97.00 Dhs","(27 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA1FDO1TNAFAMZ/","null",""
"1637691306-3813","https://www.jumia.ma/chaussures-femmes/?page=36#catalog-listing","Boutique OfficiellePolaris Sandales pour femme - beige4.3 out of 5(13)102.00 Dhs229.00 Dhs55%","https://www.jumia.ma/polaris-sandales-pour-femme-beige-34560802.html","Polaris Sandales pour femme - beige","102.00 Dhs","(13 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PO205FS0CDYFJNAFAMZ/","null",""
"1637689375-3455","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Boutique OfficielleNike CHAUSSURES LIFESTYLE - CLASSIC CORTEZ - NOIR & BLANC3.7 out of 5(6)655.00 Dhs1,008.00 Dhs35%","https://www.jumia.ma/nike-chaussures-lifestyle-classic-cortez-noir-blanc-37331542.html","Nike CHAUSSURES LIFESTYLE - CLASSIC CORTEZ - NOIR & BLANC","655.00 Dhs","(6 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/NI986FS0ELEN1NAFAMZ/","null",""
"1637691011-3744","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Pas A Pas Sandale médicale pour femmes - Rose.4.6 out of 5(22)130.00 Dhs219.00 Dhs41%offres à partir de","https://www.jumia.ma/sandale-medicale-pour-femmes-rose.-pas-a-pas-mpg939777.html","Pas A Pas Sandale médicale pour femmes - Rose.","130.00 Dhs","(22 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PA396FS1I4EU2NAFAMZ/","null","5 out of 5"
"1637689349-3435","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Expédié depuis l'étrangerFashion Buckle Comfortable Keep Warm Soft Winter Ankle Snow Boots For Women4.4 out of 5(62)200.00 Dhs400.00 Dhs50%","https://www.jumia.ma/fashion-buckle-comfortable-keep-warm-soft-winter-ankle-snow-boots-for-women-fashion-mpg749818.html","Fashion Buckle Comfortable Keep Warm Soft Winter Ankle Snow Boots For Women","200.00 Dhs","(62 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA03QTHWNAFAMZ/","null",""
"1637691355-3830","https://www.jumia.ma/chaussures-femmes/?page=35#catalog-listing","YANZI Bottines fourrées noir pour femmes - COOLWAY4.3 out of 5(16)149.00 Dhs699.00 Dhs79%","https://www.jumia.ma/yanzi-bottines-fourrees-noir-pour-femmes-coolway-24249536.html","YANZI Bottines fourrées noir pour femmes - COOLWAY","149.00 Dhs","(16 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/YA300FA11V1MQNAFAMZ/","null",""
"1637691011-3745","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Pas A Pas Sandale médicale pour femmes - Rose.4.6 out of 5(22)130.00 Dhs219.00 Dhs41%offres à partir de","https://www.jumia.ma/sandale-medicale-pour-femmes-rose.-pas-a-pas-mpg939777.html","Pas A Pas Sandale médicale pour femmes - Rose.","130.00 Dhs","(22 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PA396FS1I4EU2NAFAMZ/","null",""
"1637691301-3805","https://www.jumia.ma/chaussures-femmes/?page=36#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Marron3.9 out of 5(27)97.00 Dhs98.00 Dhs1%","https://www.jumia.ma/okza-ballerine-pour-femme-marron-31189268.html","OKZA Ballerine Pour Femme - Marron","97.00 Dhs","(27 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA1FDO1TNAFAMZ/","null",""
"1637689934-3537","https://www.jumia.ma/chaussures-femmes/?page=44#catalog-listing","Boutique OfficielleOKZA Nouvelle Collection des Chaussure Pour Femme - أحذية كعب سميك قصير للمرأة5 out of 5(1)153.00 Dhs155.00 Dhs1%","https://www.jumia.ma/okza-nouvelle-collection-des-chaussure-pour-femme-39167771.html","OKZA Nouvelle Collection des Chaussure Pour Femme - أحذية كعب سميك قصير للمرأة","153.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA0AL075NAFAMZ/","null","5 out of 5"
"1637690926-3730","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Expédié depuis l'étrangerFashion Ladies fashion sandals - Black3.1 out of 5(16)148.00 Dhs350.00 Dhs58%","https://www.jumia.ma/fashion-ladies-fashion-sandals-black-38995264.html","Fashion Ladies fashion sandals - Black","148.00 Dhs","(16 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA0RJIFJNAFAMZ/","null","1 out of 5"
"1637689361-3444","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Expédié depuis l'étrangerFashion Baskets Pour Femmes - Noir3.9 out of 5(36)100.00 Dhs200.00 Dhs50%","https://www.jumia.ma/fashion-baskets-pour-femmes-noir-23303447.html","Fashion Baskets Pour Femmes - Noir","100.00 Dhs","(36 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA18BAT8NAFAMZ/","null",""
"1637690836-3698","https://www.jumia.ma/chaussures-femmes/?page=39#catalog-listing","1987 Nouvelle collection ballerine Pour Femme  1987 حذاء مريح جدا للنساء  حذاء للنساء3 out of 5(2)99.00 Dhs250.00 Dhs60%","https://www.jumia.ma/1987-nouvelle-collection-ballerine-pour-femme-1987-38751200.html","1987 Nouvelle collection ballerine Pour Femme  1987 حذاء مريح جدا للنساء  حذاء للنساء","99.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FA004MHZNAFAMZ/","null","1 out of 5"
"1637689327-3422","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Pas A Pas Sabot médicale pour femmes - Noir.4.6 out of 5(28)135.00 Dhs199.00 Dhs32%","https://www.jumia.ma/pas-a-pas-sabot-medicale-pour-femmes-noir.-24596735.html","Pas A Pas Sabot médicale pour femmes - Noir.","135.00 Dhs","(28 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PA396FA0W0GUENAFAMZ/","null",""
"1637691141-3771","https://www.jumia.ma/chaussures-femmes/?page=37#catalog-listing","Boutique OfficielleBirkenstock Gizeh EVA black4.3 out of 5(21)469.00 Dhs","https://www.jumia.ma/birkenstock-gizeh-eva-black-27121983.html","Birkenstock Gizeh EVA black","469.00 Dhs","(21 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BI462FA0N60TONAFAMZ/","null",""
"1637689816-3522","https://www.jumia.ma/chaussures-femmes/?page=45#catalog-listing","Boutique OfficielleTrendyol Collection Yellow Women&#39;s Classic Heeled Shoes TAKSS21TO00984.3 out of 5(6)117.00 Dhs235.00 Dhs50%","https://www.jumia.ma/trendyol-collection-yellow-women39s-classic-heeled-shoes-takss21to0098-40932276.html","Trendyol Collection Yellow Women&#39;s Classic Heeled Shoes TAKSS21TO0098","117.00 Dhs","(6 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/TR836FS140UAONAFAMZ/","null",""
"1637690998-3740","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Expédié depuis l'étrangerFashion Women Casual Hollow Out Breathable Mesh Slip On Sneakers5 out of 5(3)136.00 Dhs - 200.00 Dhs272.00 Dhs - 400.00 Dhs50%","https://www.jumia.ma/fashion-women-casual-hollow-out-breathable-mesh-slip-on-sneakers-29216811.html","Fashion Women Casual Hollow Out Breathable Mesh Slip On Sneakers","136.00 Dhs - 200.00 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA07288CNAFAMZ/","null","5 out of 5"
"1637690231-3587","https://www.jumia.ma/chaussures-femmes/?page=42#catalog-listing","Boutique OfficielleBirkenstock Gizeh Birkibuc Gray4.7 out of 5(3)799.00 Dhs","https://www.jumia.ma/birkenstock-gizeh-birkibuc-gray-21447872.html","Birkenstock Gizeh Birkibuc Gray","799.00 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BI462FA0GLG18NAFAMZ/","null","5 out of 5"
"1637689276-3411","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Boutique OfficielleBirkenstock Madrid Big Buckle FL Cognac Cuir huilé3 out of 5(1)1,234.00 Dhs","https://www.jumia.ma/birkenstock-madrid-big-buckle-fl-cognac-cuir-huile-26182526.html","Birkenstock Madrid Big Buckle FL Cognac Cuir huilé","1,234.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BI462FA11871ENAFAMZ/","null","3 out of 5"
"1637691355-3831","https://www.jumia.ma/chaussures-femmes/?page=35#catalog-listing","YANZI Bottines fourrées noir pour femmes - COOLWAY4.3 out of 5(16)149.00 Dhs699.00 Dhs79%","https://www.jumia.ma/yanzi-bottines-fourrees-noir-pour-femmes-coolway-24249536.html","YANZI Bottines fourrées noir pour femmes - COOLWAY","149.00 Dhs","(16 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/YA300FA11V1MQNAFAMZ/","null",""
"1637689299-3413","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Boutique OfficielleBirkenstock Gizeh Eva Copper3.6 out of 5(8)375.00 Dhs469.00 Dhs20%","https://www.jumia.ma/birkenstock-gizeh-eva-copper-22063299.html","Birkenstock Gizeh Eva Copper","375.00 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BI462FA1N2Z06NAFAMZ/","null","5 out of 5"
"1637690623-3656","https://www.jumia.ma/chaussures-femmes/?page=40#catalog-listing","Babouche berbère traditionnelle - pour femme4 out of 5(6)99.00 Dhs","https://www.jumia.ma/generic-babouche-berbere-traditionnelle-pour-femme-32410302.html","Babouche berbère traditionnelle - pour femme","99.00 Dhs","(6 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FA0C34OFNAFAMZ/","null",""
"1637689816-3521","https://www.jumia.ma/chaussures-femmes/?page=45#catalog-listing","Boutique OfficielleTrendyol Collection Yellow Women&#39;s Classic Heeled Shoes TAKSS21TO00984.3 out of 5(6)117.00 Dhs235.00 Dhs50%","https://www.jumia.ma/trendyol-collection-yellow-women39s-classic-heeled-shoes-takss21to0098-40932276.html","Trendyol Collection Yellow Women&#39;s Classic Heeled Shoes TAKSS21TO0098","117.00 Dhs","(6 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/TR836FS140UAONAFAMZ/","null",""
"1637689315-3418","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Boutique OfficielleOKZA Sandale Demi Talon pour femme4.2 out of 5(20)137.61 Dhs139.00 Dhs - 300.00 Dhs54%","https://www.jumia.ma/okza-sandale-demi-talon-pour-femme-32156439.html","OKZA Sandale Demi Talon pour femme","137.61 Dhs","(20 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA1JNA5FNAFAMZ/","null",""
"1637690747-3666","https://www.jumia.ma/chaussures-femmes/?page=39#catalog-listing","Expédié depuis l'étrangerFashion Big Size Ladies Leisure Sport Shoes5 out of 5(1)245.00 Dhs400.00 Dhs39%","https://www.jumia.ma/fashion-big-size-ladies-leisure-sport-shoes-40954440.html","Fashion Big Size Ladies Leisure Sport Shoes","245.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FS02NAHCNAFAMZ/","null","5 out of 5"
"1637691355-3835","https://www.jumia.ma/chaussures-femmes/?page=35#catalog-listing","YANZI Bottines fourrées noir pour femmes - COOLWAY4.3 out of 5(16)149.00 Dhs699.00 Dhs79%","https://www.jumia.ma/yanzi-bottines-fourrees-noir-pour-femmes-coolway-24249536.html","YANZI Bottines fourrées noir pour femmes - COOLWAY","149.00 Dhs","(16 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/YA300FA11V1MQNAFAMZ/","null",""
"1637689518-3469","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Boutique OfficielleKinetix CHAUSSURES FEMME - NOIR4.8 out of 5(4)175.00 Dhs269.00 Dhs35%","https://www.jumia.ma/kinetix-chaussures-femme-noir-41102263.html","Kinetix CHAUSSURES FEMME - NOIR","175.00 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/KI379FS0LKBMANAFAMZ/","null","4 out of 5"
"1637690082-3568","https://www.jumia.ma/chaussures-femmes/?page=43#catalog-listing","Expédié depuis l'étrangerFashion Chaussures à Talons Pour Femmes-Noir3.4 out of 5(7)140.00 Dhs300.00 Dhs53%","https://www.jumia.ma/fashion-chaussures-a-talons-pour-femmes-noir-20895862.html","Fashion Chaussures à Talons Pour Femmes-Noir","140.00 Dhs","(7 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA0FZP5MNAFAMZ/","null",""
"1637690161-3578","https://www.jumia.ma/chaussures-femmes/?page=43#catalog-listing","Expédié depuis l'étrangerFashion Chaussures de mariage de haute qualité talons hauts - Noir3.5 out of 5(2)269.00 Dhs999.00 Dhs73%","https://www.jumia.ma/fashion-chaussures-de-mariage-de-haute-qualite-talons-hauts-noir-28266753.html","Fashion Chaussures de mariage de haute qualité talons hauts - Noir","269.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA0LALFUNAFAMZ/","null","5 out of 5"
"1637690100-3571","https://www.jumia.ma/chaussures-femmes/?page=43#catalog-listing","Tifano Ballerines ,Mocassin Compensé POUR Femme CH200 NOIR4.3 out of 5(4)147.51 Dhs257.00 Dhs43%","https://www.jumia.ma/tifano-ballerines-mocassin-compense-pour-femme-ch200-noir-37238374.html","Tifano Ballerines ,Mocassin Compensé POUR Femme CH200 NOIR","147.51 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FA0S7L61NAFAMZ/","null","5 out of 5"
"1637690878-3712","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Boutique OfficielleOKZA Sandale à talon OKZA Pour Femme - Noir3.6 out of 5(34)137.61 Dhs139.00 Dhs - 300.00 Dhs54%","https://www.jumia.ma/okza-sandale-a-talon-okza-pour-femme-noir-27412009.html","OKZA Sandale à talon OKZA Pour Femme - Noir","137.61 Dhs","(34 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA1HLH0GNAFAMZ/","null",""
"1637691021-3751","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Produit Du Maroc Bottines pour femmes - Noir4.8 out of 5(6)219.00 Dhs399.00 Dhs45%","https://www.jumia.ma/bottines-pour-femmes-noir-produit-gnrique-mpg855861.html","Produit Du Maroc Bottines pour femmes - Noir","219.00 Dhs","(6 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PR745FS1LF4LVNAFAMZ/","null",""
"1637691184-3784","https://www.jumia.ma/chaussures-femmes/?page=37#catalog-listing","Expédié depuis l'étrangerFashion Chaussure de randonnée pour femmes3.9 out of 5(43)140.00 Dhs300.00 Dhs53%","https://www.jumia.ma/fashion-chaussure-de-randonnee-pour-femmes-20199601.html","Fashion Chaussure de randonnée pour femmes","140.00 Dhs","(43 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/TA645FA06DBHANAFAMZ/","null",""
