web-scraper-order,web-scraper-start-url,link to product,link to product-href,name,price,link to reviews,link to reviews-href,image-src,rating
"1637689683-3498","https://www.jumia.ma/chaussures-femmes/?page=46#catalog-listing","Adidas chaussures de course FLB_RUNNER W DB21214.1 out of 5(10)572.50 Dhs1,155.00 Dhs50%","https://www.jumia.ma/adidas-chaussures-de-course-flbrunner-w-db2121-21932249.html","Adidas chaussures de course FLB_RUNNER W DB2121","572.50 Dhs","(10 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AD985FA1K3JMWNAFAMZ/","null","5 out of 5"
"1637689349-3433","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Expédié depuis l'étrangerFashion Buckle Comfortable Keep Warm Soft Winter Ankle Snow Boots For Women4.4 out of 5(62)200.00 Dhs400.00 Dhs50%","https://www.jumia.ma/fashion-buckle-comfortable-keep-warm-soft-winter-ankle-snow-boots-for-women-fashion-mpg749818.html","Fashion Buckle Comfortable Keep Warm Soft Winter Ankle Snow Boots For Women","200.00 Dhs","(62 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA03QTHWNAFAMZ/","null",""
"1637690921-3727","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Boutique OfficielleNike CHAUSSURES RUNNING AIR ZOOM STRUCTURE 22 - ROSE4.7 out of 5(9)749.00 Dhs1,499.00 Dhs50%","https://www.jumia.ma/nike-chaussures-running-air-zoom-structure-22-rose-37382448.html","Nike CHAUSSURES RUNNING AIR ZOOM STRUCTURE 22 - ROSE","749.00 Dhs","(9 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/NI986FS1E9LCLNAFAMZ/","null","5 out of 5"
"1637689617-3490","https://www.jumia.ma/chaussures-femmes/?page=46#catalog-listing","Babouche marocain pour femmes artisanale4.3 out of 5(14)129.00 Dhsoffres à partir de","https://www.jumia.ma/babouche-marocain-pour-femmes-artisanale-generic-mpg929237.html","Babouche marocain pour femmes artisanale","129.00 Dhs","(14 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FS11R9HONAFAMZ/","null",""
"1637690297-3603","https://www.jumia.ma/chaussures-femmes/?page=42#catalog-listing","MOCASSINS ELYA5 out of 5(4)160.00 Dhs499.00 Dhs68%offres à partir de","https://www.jumia.ma/mocassins-elya-generic-mpg1057840.html","MOCASSINS ELYA","160.00 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FS02LME0NAFAMZ/","null","5 out of 5"
"1637691355-3834","https://www.jumia.ma/chaussures-femmes/?page=35#catalog-listing","YANZI Bottines fourrées noir pour femmes - COOLWAY4.3 out of 5(16)149.00 Dhs699.00 Dhs79%","https://www.jumia.ma/yanzi-bottines-fourrees-noir-pour-femmes-coolway-24249536.html","YANZI Bottines fourrées noir pour femmes - COOLWAY","149.00 Dhs","(16 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/YA300FA11V1MQNAFAMZ/","null",""
"1637690463-3622","https://www.jumia.ma/chaussures-femmes/?page=41#catalog-listing","Expédié depuis l'étrangerFashion Women Breathable Casual Shoes Sneakers-Grey4.2 out of 5(34)183.00 Dhs359.00 Dhs49%","https://www.jumia.ma/fashion-women-breathable-casual-shoes-sneakers-grey-22580067.html","Fashion Women Breathable Casual Shoes Sneakers-Grey","183.00 Dhs","(34 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA1994JUNAFAMZ/","null",""
"1637690364-3611","https://www.jumia.ma/chaussures-femmes/?page=42#catalog-listing","Expédié depuis l'étrangerFashion Womens Winter Warm Snow Boots Suede Mid-calf Boots Platform Fashion Flat Shoes Brown4.2 out of 5(24)160.00 Dhs256.00 Dhs38%","https://www.jumia.ma/womens-winter-warm-snow-boots-suede-mid-calf-boots-platform-fashion-flat-shoes-brown-fashion-mpg627836.html","Fashion Womens Winter Warm Snow Boots Suede Mid-calf Boots Platform Fashion Flat Shoes Brown","160.00 Dhs","(24 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA0JFUJONAFAMZ/","null",""
"1637689536-3475","https://www.jumia.ma/chaussures-femmes/?page=46#catalog-listing","Expédié depuis l'étrangerOem Women's Fashion Single Shoes - Black2 out of 5(2)148.00 Dhs360.00 Dhs59%","https://www.jumia.ma/oem-womens-fashion-single-shoes-black-39011214.html","Oem Women's Fashion Single Shoes - Black","148.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OE364FA0OJAOLNAFAMZ/","null","2 out of 5"
"1637690046-3561","https://www.jumia.ma/chaussures-femmes/?page=44#catalog-listing","Expédié depuis l'étrangerFashion Women Breathable Casual Shoes Sneakers-Black4.6 out of 5(9)199.00 Dhs390.00 Dhs49%","https://www.jumia.ma/fashion-women-breathable-casual-shoes-sneakers-black-22573867.html","Fashion Women Breathable Casual Shoes Sneakers-Black","199.00 Dhs","(9 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA19QW7MNAFAMZ/","null","5 out of 5"
"1637689375-3454","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Boutique OfficielleNike CHAUSSURES LIFESTYLE - CLASSIC CORTEZ - NOIR & BLANC3.7 out of 5(6)655.00 Dhs1,008.00 Dhs35%","https://www.jumia.ma/nike-chaussures-lifestyle-classic-cortez-noir-blanc-37331542.html","Nike CHAUSSURES LIFESTYLE - CLASSIC CORTEZ - NOIR & BLANC","655.00 Dhs","(6 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/NI986FS0ELEN1NAFAMZ/","null","5 out of 5"
"1637689386-3456","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Farahat Bottines - Noir4.6 out of 5(28)229.00 Dhs599.00 Dhs62%offres à partir de","https://www.jumia.ma/bottines-noir-farahat-mpg954277.html","Farahat Bottines - Noir","229.00 Dhs","(28 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA397FS0S5K19NAFAMZ/","null","5 out of 5"
"1637690082-3569","https://www.jumia.ma/chaussures-femmes/?page=43#catalog-listing","Expédié depuis l'étrangerFashion Chaussures à Talons Pour Femmes-Noir3.4 out of 5(7)140.00 Dhs300.00 Dhs53%","https://www.jumia.ma/fashion-chaussures-a-talons-pour-femmes-noir-20895862.html","Fashion Chaussures à Talons Pour Femmes-Noir","140.00 Dhs","(7 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA0FZP5MNAFAMZ/","null",""
"1637690417-3619","https://www.jumia.ma/chaussures-femmes/?page=41#catalog-listing","Pas A Pas Sandale médicale pour femmes - Blanc.3.8 out of 5(12)130.00 Dhs219.00 Dhs41%offres à partir de","https://www.jumia.ma/sandale-medicale-pour-femmes-blanc.-pas-a-pas-mpg959431.html","Pas A Pas Sandale médicale pour femmes - Blanc.","130.00 Dhs","(12 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PA396FS0RXUHWNAFAMZ/","null",""
"1637689816-3520","https://www.jumia.ma/chaussures-femmes/?page=45#catalog-listing","Boutique OfficielleTrendyol Collection Yellow Women&#39;s Classic Heeled Shoes TAKSS21TO00984.3 out of 5(6)117.00 Dhs235.00 Dhs50%","https://www.jumia.ma/trendyol-collection-yellow-women39s-classic-heeled-shoes-takss21to0098-40932276.html","Trendyol Collection Yellow Women&#39;s Classic Heeled Shoes TAKSS21TO0098","117.00 Dhs","(6 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/TR836FS140UAONAFAMZ/","null","1 out of 5"
"1637689361-3446","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Expédié depuis l'étrangerFashion Baskets Pour Femmes - Noir3.9 out of 5(36)100.00 Dhs200.00 Dhs50%","https://www.jumia.ma/fashion-baskets-pour-femmes-noir-23303447.html","Fashion Baskets Pour Femmes - Noir","100.00 Dhs","(36 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA18BAT8NAFAMZ/","null",""
"1637689356-3440","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Boutique OfficielleBirkenstock Gizeh Eva Navy4.6 out of 5(13)375.00 Dhs469.00 Dhs20%","https://www.jumia.ma/birkenstock-gizeh-eva-navy-21787832.html","Birkenstock Gizeh Eva Navy","375.00 Dhs","(13 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BI462FA0E7SXKNAFAMZ/","null",""
"1637690478-3632","https://www.jumia.ma/chaussures-femmes/?page=41#catalog-listing","Baskets montantes chaussures converse Fermeture lacets et braguette5 out of 5(1)239.00 Dhs249.00 Dhs4%","https://www.jumia.ma/baskets-montantes-chaussures-converse-fermeture-lacets-et-braguette-generic-mpg966182.html","Baskets montantes chaussures converse Fermeture lacets et braguette","239.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FS0BSEMYNAFAMZ/","null","5 out of 5"
"1637689349-3436","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Expédié depuis l'étrangerFashion Buckle Comfortable Keep Warm Soft Winter Ankle Snow Boots For Women4.4 out of 5(62)200.00 Dhs400.00 Dhs50%","https://www.jumia.ma/fashion-buckle-comfortable-keep-warm-soft-winter-ankle-snow-boots-for-women-fashion-mpg749818.html","Fashion Buckle Comfortable Keep Warm Soft Winter Ankle Snow Boots For Women","200.00 Dhs","(62 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA03QTHWNAFAMZ/","null",""
"1637690849-3704","https://www.jumia.ma/chaussures-femmes/?page=39#catalog-listing","Boutique OfficielleOKZA Bottine courte à Talon Épais Pour Femme - أحذية كعب سميك قصير للمرأة3.3 out of 5(10)167.00 Dhs - 167.31 Dhs169.00 Dhs - 400.00 Dhs58%","https://www.jumia.ma/okza-bottine-courte-a-talon-epais-pour-femme-33497050.html","OKZA Bottine courte à Talon Épais Pour Femme - أحذية كعب سميك قصير للمرأة","167.00 Dhs - 167.31 Dhs","(10 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA030VBDNAFAMZ/","null",""
"1637689602-3485","https://www.jumia.ma/chaussures-femmes/?page=46#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Marron3.7 out of 5(9)98.00 Dhs - 98.01 Dhs99.00 Dhs - 300.00 Dhs67%","https://www.jumia.ma/okza-ballerine-pour-femme-marron-28225477.html","OKZA Ballerine Pour Femme - Marron","98.00 Dhs - 98.01 Dhs","(9 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA1A42KANAFAMZ/","null","1 out of 5"
"1637690878-3714","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Boutique OfficielleOKZA Sandale à talon OKZA Pour Femme - Noir3.6 out of 5(34)137.61 Dhs139.00 Dhs - 300.00 Dhs54%","https://www.jumia.ma/okza-sandale-a-talon-okza-pour-femme-noir-27412009.html","OKZA Sandale à talon OKZA Pour Femme - Noir","137.61 Dhs","(34 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA1HLH0GNAFAMZ/","null",""
"1637691118-3761","https://www.jumia.ma/chaussures-femmes/?page=37#catalog-listing","Boutique OfficiellePolaris Chaussures pour Femmes - Noir3.9 out of 5(16)119.00 Dhs189.00 Dhs37%","https://www.jumia.ma/polaris-chaussures-pour-femmes-noir-35924481.html","Polaris Chaussures pour Femmes - Noir","119.00 Dhs","(16 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PO205FS0AZAO9NAFAMZ/","null",""
"1637690312-3606","https://www.jumia.ma/chaussures-femmes/?page=42#catalog-listing","Foot Flex Sabot médical bleu pour femmes - Foot flex4.6 out of 5(5)444.51 Dhs - 484.11 Dhs599.00 Dhs26%","https://www.jumia.ma/foot-flex-sabot-medical-bleu-pour-femmes-foot-flex-32301366.html","Foot Flex Sabot médical bleu pour femmes - Foot flex","444.51 Dhs - 484.11 Dhs","(5 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FO153FA13H9DFNAFAMZ/","null","4 out of 5"
"1637689518-3470","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Boutique OfficielleKinetix CHAUSSURES FEMME - NOIR4.8 out of 5(4)175.00 Dhs269.00 Dhs35%","https://www.jumia.ma/kinetix-chaussures-femme-noir-41102263.html","Kinetix CHAUSSURES FEMME - NOIR","175.00 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/KI379FS0LKBMANAFAMZ/","null",""
"1637689198-3339","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Expédié depuis l'étrangerFashion Lady Leather Warm Ankle Boot Women Hollow Round Toe Low Heel Winter Shoes Brogue4.6 out of 5(14)200.00 Dhs400.00 Dhs50%","https://www.jumia.ma/fashion-lady-leather-warm-ankle-boot-women-hollow-round-toe-low-heel-winter-shoes-brogue-26957760.html","Fashion Lady Leather Warm Ankle Boot Women Hollow Round Toe Low Heel Winter Shoes Brogue","200.00 Dhs","(14 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA0418D6NAFAMZ/","null",""
"1637689408-3458","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Boutique OfficielleTOREX CHAUSSURES FEMMES - NOIR5 out of 5(2)239.00 Dhs299.00 Dhs20%","https://www.jumia.ma/torex-chaussures-femmes-noir-39799475.html","TOREX CHAUSSURES FEMMES - NOIR","239.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/TO294FS0Y8F4HNAFAMZ/","null","5 out of 5"
"1637689891-3532","https://www.jumia.ma/chaussures-femmes/?page=44#catalog-listing","Boutique OfficielleConverse CHAUSSURES CHUCK TAYLOR ALL STAR LOW5 out of 5(2)725.00 Dhs","https://www.jumia.ma/converse-chaussures-chuck-taylor-all-star-low-34823753.html","Converse CHAUSSURES CHUCK TAYLOR ALL STAR LOW","725.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/CO779FS0L9VMZNAFAMZ/","null","5 out of 5"
"1637689597-3484","https://www.jumia.ma/chaussures-femmes/?page=46#catalog-listing","Expédié depuis l'étrangerFashion Muffin bottom sports and leisure shoes-green5 out of 5(3)249.00 Dhs356.00 Dhs30%","https://www.jumia.ma/fashion-muffin-bottom-sports-and-leisure-shoes-green-39834083.html","Fashion Muffin bottom sports and leisure shoes-green","249.00 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FS0MNEUTNAFAMZ/","null","5 out of 5"
"1637691341-3826","https://www.jumia.ma/chaussures-femmes/?page=36#catalog-listing","Boutique OfficielleBirkenstock Madrid EVA Turquoise4.6 out of 5(5)279.20 Dhs411.00 Dhs32%","https://www.jumia.ma/birkenstock-madrid-eva-turquoise-26612671.html","Birkenstock Madrid EVA Turquoise","279.20 Dhs","(5 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BI462FA0AHOYMNAFAMZ/","null",""
"1637691089-3757","https://www.jumia.ma/chaussures-femmes/?page=37#catalog-listing","Expédié depuis l'étrangerFashion Women's Girls Ankle Sneakers Non-slip Walking Running Casual4.5 out of 5(4)110.00 Dhs220.00 Dhs50%","https://www.jumia.ma/fashion-womens-girls-ankle-sneakers-non-slip-walking-running-casual-29356049.html","Fashion Women's Girls Ankle Sneakers Non-slip Walking Running Casual","110.00 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA1K05BKNAFAMZ/","null","5 out of 5"
"1637689349-3428","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Expédié depuis l'étrangerFashion Buckle Comfortable Keep Warm Soft Winter Ankle Snow Boots For Women4.4 out of 5(62)200.00 Dhs400.00 Dhs50%","https://www.jumia.ma/fashion-buckle-comfortable-keep-warm-soft-winter-ankle-snow-boots-for-women-fashion-mpg749818.html","Fashion Buckle Comfortable Keep Warm Soft Winter Ankle Snow Boots For Women","200.00 Dhs","(62 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA03QTHWNAFAMZ/","null","5 out of 5"
"1637689208-3347","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Expédié depuis l'étrangerFashion Big Size Sneakers Women Flyknit Shoes Moccasins Flat Loafers (Red)4.6 out of 5(15)140.00 Dhs300.00 Dhs53%","https://www.jumia.ma/fashion-big-size-sneakers-women-flyknit-shoes-moccasins-flat-loafers-red-26685693.html","Fashion Big Size Sneakers Women Flyknit Shoes Moccasins Flat Loafers (Red)","140.00 Dhs","(15 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/TA645FA0NM0TINAFAMZ/","null",""
"1637689635-3493","https://www.jumia.ma/chaussures-femmes/?page=46#catalog-listing","Expédié depuis l'étrangerFashion New Women Faux Fur Lining Round Toe Winter Warm Flat Ankle Snow Boot Ski Shoes camel4.8 out of 5(6)150.00 Dhs214.00 Dhs - 224.00 Dhs33%","https://www.jumia.ma/new-women-faux-fur-lining-round-toe-winter-warm-flat-ankle-snow-boot-ski-shoes-camel-fashion-mpg458057.html","Fashion New Women Faux Fur Lining Round Toe Winter Warm Flat Ankle Snow Boot Ski Shoes camel","150.00 Dhs","(6 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA1CWSZONAFAMZ/","null",""
"1637690911-3722","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Multi-couleur3.6 out of 5(19)98.00 Dhs - 98.01 Dhs99.00 Dhs - 300.00 Dhs67%","https://www.jumia.ma/okza-ballerine-pour-femme-multi-couleur-28412038.html","OKZA Ballerine Pour Femme - Multi-couleur","98.00 Dhs - 98.01 Dhs","(19 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA1DFFSANAFAMZ/","null",""
"1637690204-3583","https://www.jumia.ma/chaussures-femmes/?page=43#catalog-listing","1987 Nouvelle collection ballerine Pour Femme-1987  حذاء مريح جدا للنساء  حذاء للنساء4.6 out of 5(8)99.00 Dhs250.00 Dhs60%","https://www.jumia.ma/1987-nouvelle-collection-ballerine-pour-femme-1987-39727393.html","1987 Nouvelle collection ballerine Pour Femme-1987  حذاء مريح جدا للنساء  حذاء للنساء","99.00 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/19813FA0NFW8PNAFAMZ/","null",""
"1637691164-3778","https://www.jumia.ma/chaussures-femmes/?page=37#catalog-listing","1987 Sandale à talon1987 Pour Femme , صندل جميل للنساء3.4 out of 5(9)139.00 Dhs350.00 Dhs60%","https://www.jumia.ma/1987-sandale-a-talon1987-pour-femme-39722714.html","1987 Sandale à talon1987 Pour Femme , صندل جميل للنساء","139.00 Dhs","(9 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/19813FA0OU9IHNAFAMZ/","null","4 out of 5"
"1637691301-3807","https://www.jumia.ma/chaussures-femmes/?page=36#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Marron3.9 out of 5(27)97.00 Dhs98.00 Dhs1%","https://www.jumia.ma/okza-ballerine-pour-femme-marron-31189268.html","OKZA Ballerine Pour Femme - Marron","97.00 Dhs","(27 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA1FDO1TNAFAMZ/","null",""
"1637690013-3552","https://www.jumia.ma/chaussures-femmes/?page=44#catalog-listing","Expédié depuis l'étrangerFashion Women Air-Cousion Breathable Sneakers-Black4.1 out of 5(16)224.00 Dhs359.00 Dhs38%","https://www.jumia.ma/fashion-women-air-cousion-breathable-sneakers-black-22583290.html","Fashion Women Air-Cousion Breathable Sneakers-Black","224.00 Dhs","(16 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA05I0HMNAFAMZ/","null",""
"1637689315-3416","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Boutique OfficielleOKZA Sandale Demi Talon pour femme4.2 out of 5(20)137.61 Dhs139.00 Dhs - 300.00 Dhs54%","https://www.jumia.ma/okza-sandale-demi-talon-pour-femme-32156439.html","OKZA Sandale Demi Talon pour femme","137.61 Dhs","(20 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA1JNA5FNAFAMZ/","null","5 out of 5"
"1637691230-3791","https://www.jumia.ma/chaussures-femmes/?page=36#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Noir3.2 out of 5(5)98.00 Dhs99.00 Dhs1%","https://www.jumia.ma/okza-ballerine-pour-femme-noir-26940898.html","OKZA Ballerine Pour Femme - Noir","98.00 Dhs","(5 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA1HGTYANAFAMZ/","null","2 out of 5"
"1637690013-3551","https://www.jumia.ma/chaussures-femmes/?page=44#catalog-listing","Expédié depuis l'étrangerFashion Women Air-Cousion Breathable Sneakers-Black4.1 out of 5(16)224.00 Dhs359.00 Dhs38%","https://www.jumia.ma/fashion-women-air-cousion-breathable-sneakers-black-22583290.html","Fashion Women Air-Cousion Breathable Sneakers-Black","224.00 Dhs","(16 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA05I0HMNAFAMZ/","null","5 out of 5"
"1637689922-3535","https://www.jumia.ma/chaussures-femmes/?page=44#catalog-listing","WOCK Sabot Médicale Autoclavable jusqu'à 134°C4.4 out of 5(7)469.00 Dhs1,100.00 Dhs57%","https://www.jumia.ma/sabot-medicale-autoclavable-jusqua-134c-wock-mpg920456.html","WOCK Sabot Médicale Autoclavable jusqu'à 134°C","469.00 Dhs","(7 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/WO129HB0ILKBDNAFAMZ/","null","5 out of 5"
"1637689770-3508","https://www.jumia.ma/chaussures-femmes/?page=45#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Noir/argenté4.2 out of 5(30)98.00 Dhs - 98.01 Dhs99.00 Dhs - 250.00 Dhs61%","https://www.jumia.ma/okza-ballerine-pour-femme-noirargente-29293011.html","OKZA Ballerine Pour Femme - Noir/argenté","98.00 Dhs - 98.01 Dhs","(30 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA06KLZ0NAFAMZ/","null","2 out of 5"
"1637690417-3618","https://www.jumia.ma/chaussures-femmes/?page=41#catalog-listing","Pas A Pas Sandale médicale pour femmes - Blanc.3.8 out of 5(12)130.00 Dhs219.00 Dhs41%offres à partir de","https://www.jumia.ma/sandale-medicale-pour-femmes-blanc.-pas-a-pas-mpg959431.html","Pas A Pas Sandale médicale pour femmes - Blanc.","130.00 Dhs","(12 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PA396FS0RXUHWNAFAMZ/","null","5 out of 5"
"1637690803-3692","https://www.jumia.ma/chaussures-femmes/?page=39#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Rouge3.9 out of 5(18)98.01 Dhs250.00 Dhs - 300.00 Dhs67%","https://www.jumia.ma/okza-ballerine-pour-femme-rouge-26940496.html","OKZA Ballerine Pour Femme - Rouge","98.01 Dhs","(18 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA15BL7MNAFAMZ/","null",""
"1637689602-3486","https://www.jumia.ma/chaussures-femmes/?page=46#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Marron3.7 out of 5(9)98.00 Dhs - 98.01 Dhs99.00 Dhs - 300.00 Dhs67%","https://www.jumia.ma/okza-ballerine-pour-femme-marron-28225477.html","OKZA Ballerine Pour Femme - Marron","98.00 Dhs - 98.01 Dhs","(9 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA1A42KANAFAMZ/","null",""
"1637689299-3414","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Boutique OfficielleBirkenstock Gizeh Eva Copper3.6 out of 5(8)375.00 Dhs469.00 Dhs20%","https://www.jumia.ma/birkenstock-gizeh-eva-copper-22063299.html","Birkenstock Gizeh Eva Copper","375.00 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BI462FA1N2Z06NAFAMZ/","null",""
"1637690849-3705","https://www.jumia.ma/chaussures-femmes/?page=39#catalog-listing","Boutique OfficielleOKZA Bottine courte à Talon Épais Pour Femme - أحذية كعب سميك قصير للمرأة3.3 out of 5(10)167.00 Dhs - 167.31 Dhs169.00 Dhs - 400.00 Dhs58%","https://www.jumia.ma/okza-bottine-courte-a-talon-epais-pour-femme-33497050.html","OKZA Bottine courte à Talon Épais Pour Femme - أحذية كعب سميك قصير للمرأة","167.00 Dhs - 167.31 Dhs","(10 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA030VBDNAFAMZ/","null",""
"1637691243-3792","https://www.jumia.ma/chaussures-femmes/?page=36#catalog-listing","Expédié depuis l'étrangerFashion Women New Casual Leather Slip On Outdoor Flat Loafers Boat Shoes5 out of 5(3)200.00 Dhs202.00 Dhs - 400.00 Dhs50%","https://www.jumia.ma/fashion-women-new-casual-leather-slip-on-outdoor-flat-loafers-boat-shoes-23290030.html","Fashion Women New Casual Leather Slip On Outdoor Flat Loafers Boat Shoes","200.00 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA01SHXSNAFAMZ/","null","5 out of 5"
"1637691118-3760","https://www.jumia.ma/chaussures-femmes/?page=37#catalog-listing","Boutique OfficiellePolaris Chaussures pour Femmes - Noir3.9 out of 5(16)119.00 Dhs189.00 Dhs37%","https://www.jumia.ma/polaris-chaussures-pour-femmes-noir-35924481.html","Polaris Chaussures pour Femmes - Noir","119.00 Dhs","(16 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PO205FS0AZAO9NAFAMZ/","null","4 out of 5"
"1637690204-3584","https://www.jumia.ma/chaussures-femmes/?page=43#catalog-listing","1987 Nouvelle collection ballerine Pour Femme-1987  حذاء مريح جدا للنساء  حذاء للنساء4.6 out of 5(8)99.00 Dhs250.00 Dhs60%","https://www.jumia.ma/1987-nouvelle-collection-ballerine-pour-femme-1987-39727393.html","1987 Nouvelle collection ballerine Pour Femme-1987  حذاء مريح جدا للنساء  حذاء للنساء","99.00 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/19813FA0NFW8PNAFAMZ/","null",""
"1637688903-3099","https://www.jumia.ma/chaussures-femmes/?page=50#catalog-listing","Expédié depuis l'étrangerFashion Big Size Ladies Leather Shoes5 out of 5(1)230.00 Dhs451.00 Dhs49%","https://www.jumia.ma/fashion-big-size-ladies-leather-shoes-37840564.html","Fashion Big Size Ladies Leather Shoes","230.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FS0RORE1NAFAMZ/","null","5 out of 5"
"1637690671-3660","https://www.jumia.ma/chaussures-femmes/?page=40#catalog-listing","Boutique OfficielleUGG CLASSIC MINI II BOOT CHESTNUT5 out of 5(2)2,240.00 Dhs","https://www.jumia.ma/ugg-classic-mini-ii-boot-chestnut-36915937.html","UGG CLASSIC MINI II BOOT CHESTNUT","2,240.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/UG256FS1811P7NAFAMZ/","null","5 out of 5"
"1637689559-3478","https://www.jumia.ma/chaussures-femmes/?page=46#catalog-listing","Expédié depuis l'étrangerFashion Women Air-Cousion Breathable Sneakers-Black/Rose4 out of 5(15)224.00 Dhs359.00 Dhs38%","https://www.jumia.ma/fashion-women-air-cousion-breathable-sneakers-blackrose-22583292.html","Fashion Women Air-Cousion Breathable Sneakers-Black/Rose","224.00 Dhs","(15 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA0HEOL6NAFAMZ/","null",""
